Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
786471,4400,5800,1631,7922959.5,4.897076e+10,1.106931,21.592508,2.4507039,1.029736,1.406274,2615,1.8866509
786472,4400,6000,1627,8060102,5.0288841e+10,1.1109064,21.471203,2.4369357,1.0289041,1.4085692,2615,1.8854992
786473,4400,6200,1625,8226866.5,5.1917799e+10,1.1115507,21.431068,2.4323807,1.0286281,1.4093343,2615,1.8856893
786474,4400,6400,1626,8434062,5.3967159e+10,1.1112291,21.451117,2.4346561,1.028766,1.4089518,2615,1.8855939
851968,4600,-2000,538,2314864.2,1.31574e+10,1.6072588,7.9539523,0.90275663,0.90065008,2.1029074,2615,2.0564106
851969,4600,-1800,547,2287420.2,1.276488e+10,1.6117337,7.9788599,0.90558362,0.90100372,2.0994644,2615,2.0501666
851970,4600,-1600,557,2263535,1.235988e+10,1.6165706,8.0067196,0.90874559,0.90139824,2.0956388,2615,2.043355
851971,4600,-1400,567,2244261,1.200412e+10,1.6212665,8.0347738,0.91192973,0.90179449,2.0918133,2615,2.0366738
851972,4600,-1200,577,2222472.5,1.16026e+10,1.6258231,8.0630255,0.91513622,0.90219253,2.0879877,2615,2.030122
851973,4600,-1000,589,2215413.5,1.128904e+10,1.6288944,8.1143818,0.92096514,0.90291333,2.0811017,2615,2.0224814
851974,4600,-800,600,2199355,1.088996e+10,1.6335952,8.1460905,0.92456388,0.90335667,2.0768936,2615,2.0155542
851975,4600,-600,610,2178536,1.04578e+10,1.6377269,8.1751318,0.92786002,0.90376163,2.0730681,2615,2.0093877
851976,4600,-400,627,2190033.5,1.018292e+10,1.642283,8.2427187,0.93553108,0.90469986,2.0642693,2615,1.9991608
851977,4600,-200,642,2186639,9.8130801e+09,1.6479329,8.2874031,0.9406026,0.90531701,2.058531,2615,1.9904045
851978,4600,0,657,2189736.8,9.50272e+09,1.649717,8.3629627,0.94917846,0.90635496,2.0489671,2615,1.981804
851979,4600,200,679,2219996.8,9.3158001e+09,1.6546398,8.4523563,0.95932454,0.90757388,2.037873,2615,1.9696238
851980,4600,400,708,2272105.8,9.2176804e+09,1.6603925,8.5724277,0.97295231,0.90919608,2.0233359,2615,1.9542569
851981,4600,600,741,2346275,9.2472402e+09,1.6629951,8.7390413,0.9918626,0.91141921,2.0038257,2615,1.937574
851982,4600,800,800,2522881.8,9.7622405e+09,1.6647213,9.0529976,1.027496,0.91552389,1.969013,2615,1.9100602
851983,4600,1000,920,2995215.5,1.187172e+10,1.6466157,9.8629007,1.1194183,0.92564404,1.8894415,2615,1.8635031
851984,4600,1200,1300,5027552.5,2.430916e+10,1.4186294,13.805686,1.566916,0.96762478,1.6354246,2615,1.8424046
851985,4600,1400,1719,7728342.5,4.4588999e+10,1.0942307,23.162872,2.6289368,1.0402166,1.3787299,2615,1.8713919
851986,4600,1600,1713,7602506.5,4.3471241e+10,1.0931756,23.092894,2.6209943,1.0397605,1.3798776,2615,1.8732573
851987,4600,1800,1705,7474088,4.23738e+10,1.0976579,22.885473,2.5974524,1.0384028,1.3833206,2615,1.8727852
851988,4600,2000,1701,7380827,4.1595642e+10,1.0919473,22.931244,2.6026473,1.0387031,1.3825555,2615,1.8766882
851989,4600,2200,1695,7288662,4.0877761e+10,1.0943216,22.794477,2.5871246,1.0378044,1.3848509,2615,1.8768766
851990,4600,2400,1689,7209811.5,4.0314479e+10,1.0966603,22.659332,2.5717859,1.0369126,1.3871461,2615,1.877095
851991,4600,2600,1683,7134715,3.980048e+10,1.0989635,22.52578,2.556628,1.0360276,1.3894415,2615,1.8773433
851992,4600,2800,1677,7077605.5,3.9472681e+10,1.0974256,22.459593,2.5491159,1.0355874,1.3905891,2615,1.8796787
851993,4600,3000,1671,7025549,3.9184601e+10,1.0996466,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8800012
851994,4600,3200,1669,7000854.5,3.9068598e+10,1.1003791,22.284979,2.5292978,1.0344223,1.3936496,2615,1.8801152
851995,4600,3400,1656,6891027,3.8174282e+10,1.0903721,22.241749,2.5243912,1.0341327,1.3944147,2615,1.8892215
851996,4600,3600,1655,6905175,3.8430122e+10,1.0907174,22.220198,2.5219452,1.0339882,1.3947972,2615,1.889299
851997,4600,3800,1652,6899786,3.8381199e+10,1.0931232,22.134405,2.512208,1.0334121,1.3963275,2615,1.8887415
851998,4600,4000,1646,6906583,3.86164e+10,1.0951617,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8892329
851999,4600,4200,1643,6933191,3.8898e+10,1.097541,21.922794,2.4881907,1.0319843,1.400153,2615,1.8886958
852000,4600,4400,1639,6977662.5,3.942076e+10,1.1002395,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8882571
852001,4600,4600,1639,7055561,4.0144921e+10,1.1002395,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8882571
852002,4600,4800,1637,7132678.5,4.0871162e+10,1.1022613,21.756399,2.469305,1.0308547,1.4032135,2615,1.8876528
852003,4600,5000,1636,7233026,4.1840321e+10,1.102591,21.735777,2.4669645,1.0307143,1.403596,2615,1.8877425
852004,4600,5200,1630,7303858.5,4.2505159e+10,1.1059066,21.592508,2.4507039,1.029736,1.406274,2615,1.8875165
852005,4600,5400,1632,7466089,4.4086841e+10,1.1052564,21.633249,2.4553277,1.0300146,1.4055088,2615,1.8873301
852006,4600,5600,1631,7607972.5,4.544716e+10,1.106931,21.592508,2.4507039,1.029736,1.406274,2615,1.8866509
852007,4600,5800,1633,7786777.5,4.7117599e+10,1.1062777,21.633249,2.4553277,1.0300146,1.4055088,2615,1.8864675
852008,4600,6000,1631,7948738.5,4.870296e+10,1.1096064,21.551922,2.4460971,1.029458,1.407039,2615,1.8851291
852009,4600,6200,1627,8105802,5.0270241e+10,1.1109064,21.471203,2.4369357,1.0289041,1.4085692,2615,1.8854992
852010,4600,6400,1629,8315926.5,5.2266279e+10,1.111586,21.491325,2.4392197,1.0290424,1.4081867,2615,1.8845611
917504,4800,-2000,539,2358919.2,1.347264e+10,1.6145145,7.9073253,0.89746463,0.89998591,2.1094108,2615,2.0553319
917505,4800,-1800,545,2310266.2,1.290304e+10,1.617457,7.9237194,0.89932531,0.9002198,2.1071155,2615,2.0512211
917506,4800,-1600,553,2275169.2,1.242052e+10,1.6213003,7.945684,0.90181822,0.90053254,2.1040552,2615,2.0458148
917507,4800,-1400,559,2229629.8,1.186776e+10,1.6241231,7.9622374,0.90369701,0.9007678,2.1017597,2615,2.0418153
917508,4800,-1200,566,2191797.8,1.135844e+10,1.6273521,7.9816375,0.90589887,0.90104312,2.0990818,2615,2.037209
917509,4800,-1000,570,2139877.2,1.077064e+10,1.6291665,7.9927654,0.90716189,0.90120077,2.0975516,2615,2.0346057
917510,4800,-800,581,2123850.2,1.037412e+10,1.6312312,8.0460501,0.91320962,0.90195352,2.0902832,2615,2.0274999
917511,4800,-600,588,2093481.8,9.9209196e+09,1.6342702,8.0658617,0.91545808,0.90223241,2.0876052,2615,2.0230627
917512,4800,-400,600,2081865.2,9.5381996e+09,1.6393238,8.1000509,0.91933852,0.90271252,2.0830145,2615,2.0156004
917513,4800,-200,608,2057404.6,9.1110001e+09,1.6425843,8.1230049,0.92194384,0.90303403,2.0799541,2615,2.010726
917514,4800,0,616,2032846.9,8.6822001e+09,1.6457587,8.1460905,0.92456388,0.90335667,2.0768936,2615,2.0059311
917515,4800,200,628,2020023.1,8.2992799e+09,1.6503601,8.1809645,0.92852211,0.90384281,2.0723031,2615,1.9988868
917516,4800,400,635,1993008.6,7.8860001e+09,1.6529561,8.2014465,0.93084669,0.9041276,2.0696251,2615,1.9948591
917517,4800,600,649,2000043.8,7.6631598e+09,1.654629,8.2724543,0.93890601,0.90511084,2.0604439,2615,1.9866517
917518,4800,800,668,2023632.1,7.5085199e+09,1.6590859,8.3477411,0.94745082,0.90614641,2.05088,2615,1.9760264
917519,4800,1000,700,2096290,7.5710802e+09,1.663673,8.4961996,0.96430063,0.9081682,2.0325172,2615,1.9587039
917520,4800,1200,826,2534651,9.2405197e+09,1.6662943,9.179841,1.0418925,0.91715223,1.9556235,2615,1.8988583
917521,4800,1400,1718,7620534.5,4.296072e+10,1.0946523,23.1395,2.6262839,1.0400643,1.3791125,2615,1.8713993
917522,4800,1600,1711,7488450.5,4.1832002e+10,1.0940017,23.046476,2.615726,1.0394574,1.3806427,2615,1.873288
917523,4800,1800,1704,7358305.5,4.0739561e+10,1.0980641,22.862656,2.5948627,1.0382529,1.3837031,2615,1.8728062
917524,4800,2000,1699,7259280.5,3.994828e+10,1.0927427,22.885473,2.5974524,1.0384028,1.3833206,2615,1.8767477
917525,4800,2200,1694,7164129.5,3.9220359e+10,1.0947138,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8769108
917526,4800,2400,1688,7081465,3.8652359e+10,1.0970466,22.636963,2.5692472,1.0367646,1.3875287,2615,1.8771342
917527,4800,2600,1684,7012921.5,3.8176199e+10,1.09479,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8793401
917528,4800,2800,1681,6961666.5,3.7853561e+10,1.0959255,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8794802
917529,4800,3000,1679,6923752,3.7628199e+10,1.0966774,22.503674,2.5541191,1.0358807,1.389824,2615,1.8795778
917530,4800,3200,1675,6895380,3.7527441e+10,1.0981698,22.415684,2.5441325,1.0352951,1.3913542,2615,1.8797828
917531,4800,3400,1655,6750211.5,3.646892e+10,1.0907174,22.220198,2.5219452,1.0339882,1.3947972,2615,1.889299
917532,4800,3600,1658,6778607.5,3.6767039e+10,1.0896785,22.284979,2.5292978,1.0344223,1.3936496,2615,1.8890692
917533,4800,3800,1653,6772047.5,3.6814041e+10,1.0927801,22.15579,2.5146351,1.0335559,1.395945,2615,1.8886626
917534,4800,4000,1650,6788081,3.7031039e+10,1.0938065,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8889022
917535,4800,4200,1646,6810907.5,3.7316121e+10,1.0965328,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8884416
917536,4800,4400,1645,6873269,3.7929202e+10,1.0982336,21.943773,2.4905717,1.0321263,1.3997705,2615,1.8877413
917537,4800,4600,1642,6931702,3.8516158e+10,1.1005986,21.8601,2.4810748,1.0315595,1.4013007,2615,1.8872168
917538,4800,4800,1643,7033698.5,3.9457198e+10,1.1002632,21.880959,2.4834421,1.0317008,1.4009181,2615,1.887132
917539,4800,5000,1639,7113189.5,4.024884e+10,1.1015991,21.79776,2.4739995,1.031136,1.4024483,2615,1.8874761
917540,4800,5200,1641,7254819,4.1546519e+10,1.1022836,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8865305
917541,4800,5400,1639,7378458,4.2734322e+10,1.104295,21.756399,2.469305,1.0308547,1.4032135,2615,1.8859367
917542,4800,5600,1640,7541328,4.4279001e+10,1.1039612,21.77706,2.4716499,1.0309952,1.402831,2615,1.885851
917543,4800,5800,1638,7692017,4.5727838e+10,1.1046278,21.735777,2.4669645,1.0307143,1.403596,2615,1.8860232
917544,4800,6000,1639,7873098.5,4.7400239e+10,1.1069605,21.715193,2.4646282,1.030574,1.4039786,2615,1.8844272
917545,4800,6200,1636,8035941,4.89786e+10,1.1079599,21.653677,2.4576464,1.0301542,1.4051262,2615,1.8846843
917546,4800,6400,1634,8215807,5.0698359e+10,1.109946,21.592508,2.4507039,1.029736,1.406274,2615,1.8841122
983040,5000,-2000,534,2375153,1.363292e+10,1.6138381,7.8801527,0.89438057,0.89959747,2.1132364,2615,2.0587409
983041,5000,-1800,540,2328013,1.30528e+10,1.6168114,7.8964338,0.89622843,0.89983034,2.1109412,2615,2.0546055
983042,5000,-1600,544,2266296.2,1.235544e+10,1.6215725,7.885572,0.89499569,0.89967501,2.1124713,2615,2.0518897
983043,5000,-1400,544,2188799.2,1.160144e+10,1.6215725,7.885572,0.89499569,0.89967501,2.1124713,2615,2.0518897
983044,5000,-1200,550,2141057.5,1.1001919e+10,1.6244391,7.901876,0.89684612,0.89990807,2.1101761,2615,2.0478599
983045,5000,-1000,553,2087881.1,1.041588e+10,1.6258531,7.9100533,0.89777422,0.90002483,2.1090283,2615,2.0458627
983046,5000,-800,558,2042958.1,9.8680402e+09,1.6281813,7.9237194,0.89932531,0.9002198,2.1071155,2615,2.0425608
983047,5000,-600,562,1998003.9,9.3385196e+09,1.6300184,7.9346867,0.90057003,0.90037602,2.1055853,2615,2.039943
983048,5000,-400,562,1934195.4,8.7013601e+09,1.6320269,7.9182472,0.89870423,0.90014178,2.1078806,2615,2.0400577
983049,5000,-200,563,1880406.5,8.15072e+09,1.63248,7.9209824,0.89901465,0.90018076,2.1074982,2615,2.0394096
983050,5000,0,563,1827628.2,7.6256e+09,1.6337929,7.9100533,0.89777422,0.90002483,2.1090283,2615,2.0395107
983051,5000,200,557,1754264.5,7.0316401e+09,1.6317176,7.8882847,0.89530355,0.89971381,2.1120887,2615,2.0434563
983052,5000,400,543,1654674.5,6.3435602e+09,1.6271306,7.8343844,0.88918597,0.89894098,2.1197398,2615,2.0528495
983053,5000,600,523,1531327.1,5.5678403e+09,1.619626,7.7627773,0.88105869,0.89790803,2.1300688,2615,2.0666051
983054,5000,800,462,1253760.5,4.1394801e+09,1.5906289,7.5730662,0.85952687,0.89513642,2.1583779,2615,2.1113825
983055,5000,1000,318,738512.38,1.9639601e+09,1.5287943,7.0579391,0.80106109,0.8873381,2.2429228,2615,2.2250917
983057,5000,1400,1528,7012067.5,3.9919002e+10,1.1570878,19.416803,2.2037659,1.014276,1.451798,2615,1.8877444
983058,5000,1600,1633,7177411.5,3.97126e+10,1.1231372,21.371149,2.42558,1.0282154,1.410482,2615,1.8770994
983059,5000,1800,1656,7117199.5,3.8814839e+10,1.1126755,21.880959,2.4834421,1.0317008,1.4009181,2615,1.8767837
983060,5000,2000,1664,7043955,3.8079439e+10,1.1060244,22.11306,2.5097854,1.0332686,1.39671,2615,1.8783265
983061,5000,2200,1670,6972908.5,3.7413638e+10,1.1038327,22.241749,2.5243912,1.0341327,1.3944147,2615,1.8779839
983062,5000,2400,1674,6919469.5,3.694508e+10,1.102352,22.328377,2.5342233,1.0347124,1.3928845,2615,1.877772
983063,5000,2600,1675,6867767.5,3.6562481e+10,1.0981698,22.415684,2.5441325,1.0352951,1.3913542,2615,1.8797828
983064,5000,2800,1675,6824180,3.6254962e+10,1.0981698,22.415684,2.5441325,1.0352951,1.3913542,2615,1.8797828
983065,5000,3000,1674,6787246,3.6029682e+10,1.0985404,22.393793,2.5416479,1.0351491,1.3917367,2615,1.8798361
983066,5000,3200,1677,6799398.5,3.6251681e+10,1.0815303,22.726704,2.5794325,1.0373576,1.3859985,2615,1.8885654
983067,5000,3400,1664,6678999.5,3.5259601e+10,1.087575,22.415684,2.5441325,1.0352951,1.3913542,2615,1.8886312
983068,5000,3600,1657,6653512,3.523004e+10,1.0900258,22.263344,2.5268421,1.0342774,1.3940321,2615,1.889145
983069,5000,3800,1651,6642816,3.52804e+10,1.0934653,22.11306,2.5097854,1.0332686,1.39671,2615,1.8888215
983070,5000,4000,1651,6672180,3.5577762e+10,1.0934653,22.11306,2.5097854,1.0332686,1.39671,2615,1.8888215
983071,5000,4200,1646,6682502,3.571184e+10,1.097896,21.964792,2.4929574,1.0322685,1.399388,2615,1.8876582
983072,5000,4400,1647,6759153.5,3.645848e+10,1.0975574,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8875757
983073,5000,4600,1644,6814883,3.7002482e+10,1.0999268,21.901857,2.4858141,1.0318425,1.4005356,2615,1.8870481
983074,5000,4800,1643,6910732.5,3.7961961e+10,1.1002632,21.880959,2.4834421,1.0317008,1.4009181,2615,1.887132
983075,5000,5000,1640,6993049.5,3.871352e+10,1.1012665,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8873888
983076,5000,5200,1642,7135976,4.002968e+10,1.1019486,21.839279,2.4787118,1.0314181,1.4016832,2615,1.8864456
983077,5000,5400,1641,7276503,4.142216e+10,1.1036265,21.79776,2.4739995,1.031136,1.4024483,2615,1.8857661
983078,5000,5600,1645,7454618.5,4.3005719e+10,1.1022781,21.880959,2.4834421,1.0317008,1.4009181,2615,1.8854347
983079,5000,5800,1639,7567870,4.4076118e+10,1.1069605,21.715193,2.4646282,1.030574,1.4039786,2615,1.8844272
983080,5000,6000,1641,7764026,4.590984e+10,1.1062896,21.756399,2.469305,1.0308547,1.4032135,2615,1.8842597
983081,5000,6200,1638,7928070.5,4.7470559e+10,1.1086168,21.674143,2.4599693,1.0302939,1.4047437,2615,1.8837675
983082,5000,6400,1639,8138203.5,4.948156e+10,1.1082821,21.694649,2.4622965,1.0304339,1.4043611,2615,1.8836833
1048593,5200,1400,1484,6796760,3.81452e+10,1.1667185,18.719383,2.1246102,1.0090584,1.4686304,2615,1.8955991
1048594,5200,1600,1546,6805453,3.7342999e+10,1.148756,19.768314,2.2436616,1.016855,1.4437643,2615,1.8871555
1048595,5200,1800,1600,6849625.5,3.6863119e+10,1.1272491,20.827652,2.363894,1.0244337,1.4211936,2615,1.8837976
1048596,5200,2000,1631,6835856,3.6304998e+10,1.1174568,21.431068,2.4323807,1.0286281,1.4093343,2615,1.8807359
1048597,5200,2200,1643,6781910.5,3.5697562e+10,1.1134207,21.674143,2.4599693,1.0302939,1.4047437,2615,1.8797574
1048598,5200,2400,1654,6744916,3.5275039e+10,1.1095996,21.901857,2.4858141,1.0318425,1.4005356,2615,1.8789631
1048599,5200,2600,1661,6708333,3.4934039e+10,1.1032705,22.11306,2.5097854,1.0332686,1.39671,2615,1.880604
1048600,5200,2800,1664,6669526.5,3.4634158e+10,1.1021935,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8804146
1048601,5200,3000,1666,6650110,3.4541281e+10,1.0854911,22.481611,2.551615,1.0357339,1.3902066,2615,1.8892834
1048602,5200,3200,1675,6679134,3.478732e+10,1.0822592,22.681746,2.5743299,1.0370607,1.3867636,2615,1.8886887
1048603,5200,3400,1658,6535825,3.366204e+10,1.0896785,22.284979,2.5292978,1.0344223,1.3936496,2615,1.8890692
1048604,5200,3600,1659,6556882,3.394756e+10,1.0893303,22.306658,2.5317581,1.0345672,1.393267,2615,1.8889942
1048605,5200,3800,1658,6566357.5,3.4070919e+10,1.0910503,22.263344,2.5268421,1.0342774,1.3940321,2615,1.8882793
1048606,5200,4000,1651,6558250.5,3.4149841e+10,1.0934653,22.11306,2.5097854,1.0332686,1.39671,2615,1.8888215
1048607,5200,4200,1648,6593444.5,3.4562802e+10,1.0972178,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8874943
1048608,5200,4400,1650,6668835.5,3.5245318e+10,1.0965358,22.049273,2.5025456,1.0328389,1.3978577,2615,1.8873336
1048609,5200,4600,1649,6739004,3.588984e+10,1.0982307,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8866402
1048610,5200,4800,1647,6822652.5,3.6712399e+10,1.098912,21.964792,2.4929574,1.0322685,1.399388,2615,1.8868009
1048611,5200,5000,1645,6921340,3.7643801e+10,1.1009376,21.901857,2.4858141,1.0318425,1.4005356,2615,1.886196
1048612,5200,5200,1650,7081925,3.9065399e+10,1.0992336,22.006952,2.4977422,1.0325533,1.3986228,2615,1.885796
1048613,5200,5400,1647,7201945,4.0229159e+10,1.1015981,21.922794,2.4881907,1.0319843,1.400153,2615,1.8852738
1048614,5200,5600,1649,7373626.5,4.1815122e+10,1.1009144,21.964792,2.4929574,1.0322685,1.399388,2615,1.8851162
1048615,5200,5800,1647,7522949.5,4.3202081e+10,1.1042538,21.880959,2.4834421,1.0317008,1.4009181,2615,1.8837765
1048616,5200,6000,1646,7695822.5,4.4824441e+10,1.1045954,21.8601,2.4810748,1.0315595,1.4013007,2615,1.8838551
1048617,5200,6200,1641,7848085,4.6310482e+10,1.1076099,21.735777,2.4669645,1.0307143,1.403596,2615,1.8835174
1048618,5200,6400,1644,8077288,4.8474079e+10,1.1065944,21.79776,2.4739995,1.031136,1.4024483,2615,1.8832746
1114112,5400,-2000,505,2464180.5,1.639444e+10,1.3526067,8.7523832,0.99337685,0.91159588,2.0022953,2615,2.2002208
1114113,5400,-1800,504,2386401.2,1.560588e+10,1.3507081,8.7557249,0.99375618,0.91164011,2.0019128,2615,2.2015784
1114114,5400,-1600,496,2269422.5,1.457196e+10,1.3474578,8.7191038,0.98959976,0.91115487,2.0061209,2615,2.2077546
1114115,5400,-1400,494,2187853.8,1.372248e+10,1.3467889,8.7091694,0.98847222,0.91102302,2.0072687,2615,2.2092481
1114116,5400,-1200,482,2047181.2,1.248104e+10,1.3395044,8.6663809,0.98361582,0.91045368,2.0122418,2615,2.2195654
1114117,5400,-1000,470,1908793.8,1.123344e+10,1.3307387,8.6305017,0.97954363,0.90997463,2.0164499,2615,2.2305906
1114118,5400,-800,452,1734230.2,9.72352e+09,1.3194169,8.5660229,0.97222543,0.90911001,2.024101,2615,2.2465942
1114119,5400,-600,429,1517136,7.8324398e+09,1.3077359,8.4679632,0.96109581,0.90778571,2.0359602,2615,2.2662277
1114120,5400,-400,405,1340712.4,6.4876001e+09,1.2886772,8.3966475,0.95300162,0.90681541,2.044759,2615,2.2900209
1114121,5400,-200,381,1170392.9,5.2071997e+09,1.2666516,8.3356028,0.94607323,0.90597993,2.0524101,2615,2.3156221
1114122,5400,0,356,1025021.5,4.2260401e+09,1.2196257,8.3721228,0.95021808,0.90648031,2.0478194,2615,2.3542519
1114123,5400,200,345,976762.88,3.93712e+09,1.1949643,8.3997231,0.95335072,0.90685737,2.0443764,2615,2.373837
1114124,5400,400,340,1023668.9,4.5920799e+09,1.1003391,8.7257395,0.99035287,0.9112429,2.0053558,2615,2.4293423
1114125,5400,600,322,983986.56,4.6607601e+09,1.0911977,8.6370029,0.98028153,0.91006154,2.0156848,2615,2.4458766
1114126,5400,800,266,625856.81,1.8926799e+09,1.0814868,8.3325739,0.94572943,0.90593833,2.0527925,2615,2.4836349
1114127,5400,1000,255,593659.5,1.5872e+09,1.5432156,6.5016284,0.737921,0.87841928,2.3492732,2615,2.2878189
1114129,5400,1400,1474,6673445.5,3.6757279e+10,1.1764905,18.478037,2.0972178,1.0072201,1.4747514,2615,1.8930688
1114130,5400,1600,1513,6611539.5,3.5690078e+10,1.1566331,19.221495,2.1815989,1.0128286,1.4563887,2615,1.8925192
1114131,5400,1800,1552,6583845,3.488732e+10,1.1406326,19.957567,2.2651412,1.01823,1.4395562,2615,1.8900361
1114132,5400,2000,1590,6600955.5,3.4476638e+10,1.1302145,20.640184,2.342617,1.0231129,1.4250191,2615,1.8849483
1114133,5400,2200,1615,6589269.5,3.403484e+10,1.1226245,21.115326,2.3965445,1.0264441,1.4154552,2615,1.8822204
1114134,5400,2400,1635,6576500,3.369328e+10,1.1161267,21.511486,2.4415078,1.0291808,1.4078041,2615,1.8803968
1114135,5400,2600,1644,6545472,3.3374761e+10,1.1092094,21.756399,2.469305,1.0308547,1.4032135,2615,1.8818161
1114136,5400,2800,1654,6528926,3.3155199e+10,1.1057496,21.964792,2.4929574,1.0322685,1.399388,2615,1.8810748
1114137,5400,3000,1660,6516597.5,3.3039839e+10,1.1036276,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8806688
1114138,5400,3200,1666,6537432.5,3.3287281e+10,1.0854911,22.481611,2.551615,1.0357339,1.3902066,2615,1.8892834
1114139,5400,3400,1655,6429221,3.2420801e+10,1.0907174,22.220198,2.5219452,1.0339882,1.3947972,2615,1.889299
1114140,5400,3600,1659,6469236,3.285496e+10,1.0893303,22.306658,2.5317581,1.0345672,1.393267,2615,1.8889942
1114141,5400,3800,1656,6449864,3.268828e+10,1.0917451,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8884301
1114142,5400,4000,1656,6490412.5,3.3134201e+10,1.0917451,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8884301
1114143,5400,4200,1656,6529637,3.347412e+10,1.0944669,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8868709
1114144,5400,4400,1654,6586940,3.4073559e+10,1.0951605,22.134405,2.512208,1.0334121,1.3963275,2615,1.8870219
1114145,5400,4600,1648,6634885.5,3.4651439e+10,1.0985719,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8867202
1114146,5400,4800,1650,6729752.5,3.5406119e+10,1.0978887,22.028091,2.5001416,1.032696,1.3982402,2615,1.886561
1114147,5400,5000,1653,6868337,3.6680999e+10,1.0981998,22.070494,2.5049541,1.032982,1.3974751,2615,1.8855658
1114148,5400,5200,1654,7008334.5,3.8001439e+10,1.0991881,22.070494,2.5049541,1.032982,1.3974751,2615,1.8847362
1114149,5400,5400,1654,7148692,3.9277359e+10,1.0991881,22.070494,2.5049541,1.032982,1.3974751,2615,1.8847362
1114150,5400,5600,1652,7289415,4.0597201e+10,1.1025308,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8833963
1114151,5400,5800,1650,7444265.5,4.2066878e+10,1.1032228,21.943773,2.4905717,1.0321263,1.3997705,2615,1.883546
1114152,5400,6000,1646,7589609.5,4.3426599e+10,1.1059127,21.839279,2.4787118,1.0314181,1.4016832,2615,1.8831167
1114153,5400,6200,1647,7795642,4.5380039e+10,1.1055703,21.8601,2.4810748,1.0315595,1.4013007,2615,1.883039
1114154,5400,6400,1643,7966932,4.70318e+10,1.1095501,21.735777,2.4669645,1.0307143,1.403596,2615,1.8818947
1179648,5600,-2000,514,2457889,1.614428e+10,1.3538525,8.8061609,0.99948055,0.91230589,1.9961745,2615,2.1942794
1179649,5600,-1800,508,2355250,1.526764e+10,1.3507124,8.7825518,0.99680102,0.91199458,1.9988524,2615,2.1991496
1179650,5600,-1600,513,2324065.5,1.486576e+10,1.3563911,8.7859173,0.99718291,0.91203898,1.9984698,2615,2.1938818
1179651,5600,-1400,508,2228573.8,1.39902e+10,1.3519832,8.7758303,0.99603802,0.91190583,1.9996175,2615,2.1986444
1179652,5600,-1200,503,2132282.8,1.306396e+10,1.3525892,8.7390413,0.9918626,0.91141921,2.0038257,2615,2.2014475
1179653,5600,-1000,493,2013610.8,1.202688e+10,1.3429667,8.7224207,0.98997617,0.91119891,2.0057383,2615,2.2113883
1179654,5600,-800,480,1873332,1.079236e+10,1.3362576,8.6696577,0.98398769,0.91049731,2.0118592,2615,2.2221155
1179655,5600,-600,460,1689829.9,9.2279204e+09,1.3237957,8.5981417,0.97587079,0.90954131,2.0202754,2615,2.2397211
1179656,5600,-400,431,1445540.4,7.2106399e+09,1.3040835,8.4993486,0.96465802,0.90821081,2.0321348,2615,2.2664652
1179657,5600,-200,405,1263691.2,5.8371599e+09,1.2860765,8.4089632,0.95439947,0.90698344,2.0432289,2615,2.2911394
1179658,5600,0,379,1092879.9,4.5976003e+09,1.2589787,8.3568668,0.94848669,0.90627146,2.0497322,2615,2.3203969
1179659,5600,200,357,985276.56,3.9319199e+09,1.2057989,8.4368076,0.95755976,0.90736258,2.0397859,2615,2.360455
1179660,5600,400,348,996503.56,4.2515599e+09,1.1079217,8.7523832,0.99337685,0.91159588,2.0022953,2615,2.4199779
1179661,5600,600,337,1028093.7,4.9296399e+09,1.0974641,8.7157898,0.98922366,0.91111094,2.0065033,2615,2.4328837
1179662,5600,800,280,686386.12,2.4236401e+09,1.0750005,8.4492426,0.95897102,0.90753162,2.0382555,2615,2.4782791
1179663,5600,1000,255,562885.75,1.44384e+09,1.5432156,6.5016284,0.737921,0.87841928,2.3492732,2615,2.2878189
1179665,5600,1400,1473,6574796.5,3.5471401e+10,1.1766831,18.46316,2.0955293,1.0071063,1.4751339,2615,1.8932681
1179666,5600,1600,1497,6472081.5,3.4291481e+10,1.1600941,18.967117,2.1527274,1.0109274,1.4625095,2615,1.895421
