Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
3145770,11600,6400,1587,9736148,6.9952561e+10,1.258194,18.448305,2.0938435,1.0069926,1.4755164,2615,1.830408
3211264,11800,-2000,538,2410622.2,1.394756e+10,1.2787669,9.3368254,1.0597099,0.91914439,1.9395562,2615,2.2152317
3211265,11800,-1800,546,2379678,1.349796e+10,1.2837932,9.3673382,1.0631729,0.91952872,1.9364958,2615,2.208276
3211266,11800,-1600,556,2366262,1.3189439e+10,1.2791481,9.4561834,1.0732566,0.9206425,1.9276971,2615,2.2052717
3211267,11800,-1400,560,2318593.2,1.265664e+10,1.275655,9.4992723,1.0781472,0.92117983,1.9234889,2615,2.2049615
3211268,11800,-1200,575,2337012,1.254352e+10,1.2752101,9.6026983,1.0898858,0.92246234,1.9135425,2615,2.1972449
3211269,11800,-1000,587,2347430.5,1.240648e+10,1.2752634,9.6838026,1.0990909,0.92346084,1.9058913,2615,2.1909359
3211270,11800,-800,605,2392686,1.248656e+10,1.2757844,9.8038664,1.112718,0.92492771,1.8947972,2615,2.1813605
3211271,11800,-600,626,2461053.2,1.271852e+10,1.2792429,9.9312449,1.1271751,0.92646945,1.8833206,2615,2.1688149
3211272,11800,-400,648,2542678,1.305748e+10,1.2789441,10.0841,1.144524,0.92830026,1.8699311,2615,2.1579871
3211273,11800,-200,678,2679911,1.379816e+10,1.2799442,10.287683,1.1676301,0.93070698,1.8527161,2615,2.1427505
3211274,11800,0,716,2876404.2,1.49696e+10,1.2823786,10.5431,1.1966195,0.93367714,1.8320582,2615,2.1232452
3211275,11800,200,769,3212988.2,1.7366759e+10,1.2810857,10.93005,1.2405374,0.93807703,1.8026013,2615,2.0994253
3211276,11800,400,842,3752698,2.1699559e+10,1.3095833,11.312898,1.2839898,0.9423185,1.77544,2615,2.0509882
3211277,11800,600,945,4604564,2.928212e+10,1.3470585,11.856899,1.3457329,0.94816697,1.7398623,2615,1.9876583
3211278,11800,800,1014,5307739,3.5823718e+10,1.4594183,11.759612,1.3346909,0.94713575,1.7459831,2615,1.9023339
3211279,11800,1000,829,4621899,3.35006e+10,1.4471089,10.591799,1.2021466,0.93423736,1.8282326,2615,1.9808849
3211281,11800,1400,1547,8178915.5,5.4530601e+10,1.1523811,19.734289,2.2397997,1.0166068,1.4445294,2615,1.8848138
3211282,11800,1600,1669,8407188,5.4421881e+10,1.0990911,22.306658,2.5317581,1.0345672,1.393267,2615,1.8808212
3211283,11800,1800,1711,8428890,5.3759361e+10,1.082912,23.25684,2.6396019,1.0408275,1.3771996,2615,1.8790878
3211284,11800,2000,1721,8385735,5.3057118e+10,1.0711235,23.640457,2.6831417,1.0433035,1.3710788,2615,1.8830287
3211285,11800,2200,1725,8347227,5.249604e+10,1.0694681,23.738348,2.694252,1.0439308,1.3695486,2615,1.8829544
3211286,11800,2400,1727,8313644,5.2002398e+10,1.0686344,23.787598,2.6998417,1.0442456,1.3687835,2615,1.8829223
3211287,11800,2600,1738,8351652,5.2022481e+10,0.92007077,26.177219,2.9710586,1.0589992,1.3351187,2615,1.9805471
3211288,11800,2800,1737,8362304,5.200964e+10,0.92044842,26.147371,2.9676709,1.0588208,1.3355012,2615,1.9806161
3211289,11800,3000,1742,8401950,5.2122759e+10,0.92283911,26.267176,2.9812684,1.0595356,1.3339709,2615,1.9765962
3211290,11800,3200,1748,8467811,5.2547281e+10,0.92052668,26.448956,3.0019002,1.0606158,1.3316756,2615,1.976222
3211291,11800,3400,1597,8145846.5,5.1863241e+10,1.0659051,21.592508,2.4507039,1.029736,1.406274,2615,1.9222784
3211292,11800,3600,1539,7982572.5,5.1422999e+10,1.0802743,20.474325,2.3237922,1.0219373,1.4284621,2615,1.9319116
3211293,11800,3800,1526,7989770.5,5.1810202e+10,1.2750133,17.652998,2.0035777,1.000803,1.4969395,2615,1.8345032
3211294,11800,4000,1528,8057948,5.246396e+10,1.2782848,17.612322,1.9989611,1.0004811,1.4980872,2615,1.8331761
3211295,11800,4200,1534,8162964,5.3478519e+10,1.2764018,17.693861,2.0082157,1.0011259,1.4957919,2615,1.8327571
3211296,11800,4400,1533,8228842,5.4211158e+10,1.276718,17.68022,2.0066671,1.0010182,1.4961745,2615,1.8328248
3211297,11800,4600,1536,8329229,5.5221801e+10,1.275766,17.721209,2.0113194,1.0013417,1.4950268,2615,1.8326242
3211298,11800,4800,1539,8459157,5.6648561e+10,1.2748051,17.762388,2.0159934,1.0016661,1.4938791,2615,1.8324314
3211299,11800,5000,1545,8604859,5.8124681e+10,1.272856,17.845325,2.0254066,1.0023179,1.4915838,2615,1.832069
3211300,11800,5200,1548,8741196,5.9575681e+10,1.271868,17.887085,2.0301461,1.0026454,1.4904361,2615,1.8318995
3211301,11800,5400,1553,8911868,6.1421122e+10,1.2702011,17.957121,2.038095,1.0031931,1.4885234,2615,1.8316342
3211302,11800,5600,1559,9096288,6.3391441e+10,1.2711376,17.985289,2.0412922,1.0034131,1.4877583,2615,1.8305589
3211303,11800,5800,1564,9287104,6.5499722e+10,1.2694019,18.056097,2.0493286,1.0039647,1.4858454,2615,1.8303574
3211304,11800,6000,1570,9490875,6.7737199e+10,1.2672855,18.141808,2.0590565,1.0046304,1.4835501,2615,1.8301446
3211305,11800,6200,1571,9663886,6.9765439e+10,1.2669291,18.156172,2.0606868,1.0047418,1.4831675,2615,1.8301121
3211306,11800,6400,1576,9882335,7.2267604e+10,1.2651323,18.228334,2.0688772,1.0053002,1.4812548,2615,1.8299633
3276817,12000,1400,1504,8249851.5,5.6691962e+10,1.1463952,19.221495,2.1815989,1.0128286,1.4563887,2615,1.9013282
3276818,12000,1600,1599,8361398.5,5.6080601e+10,1.1222677,20.884558,2.3703527,1.024833,1.4200459,2615,1.8869061
3276819,12000,1800,1659,8446023,5.5667442e+10,1.1026893,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8814484
3276820,12000,2000,1684,8444455,5.5081398e+10,1.0856851,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8843517
3276821,12000,2200,1702,8462311,5.4745121e+10,0.95301032,24.979568,2.8351278,1.0517297,1.3511859,2615,1.9671878
3276822,12000,2400,1713,8472813,5.44512e+10,0.94912583,25.282518,2.8695121,1.0535914,1.3469778,2615,1.9662204
3276823,12000,2600,1713,8483141,5.4374801e+10,0.9292292,25.450882,2.8886209,1.0546192,1.3446825,2615,1.98251
3276824,12000,2800,1708,8492429,5.439692e+10,0.93099052,25.310423,2.8726792,1.0537621,1.3465953,2615,1.9829611
3276825,12000,3000,1684,8468781,5.43522e+10,0.9434455,24.630766,2.7955396,1.0495663,1.3561591,2615,1.9816684
3276826,12000,3200,994,4556689,2.736308e+10,0.96285599,14.146357,1.6055814,0.9708162,1.6201224,2615,2.2297442
3342336,12200,-2000,271,831101.44,3.4162801e+09,1.2430656,7.666748,0.87015963,0.8965115,2.1442235,2615,2.4072104
3342337,12200,-1800,274,806803.44,3.2165601e+09,1.2460904,7.6744456,0.87103325,0.89662391,2.1430757,2615,2.4036288
3342338,12200,-1600,274,775067.31,3.00048e+09,1.2528776,7.641201,0.86726004,0.89613777,2.1480489,2615,2.4013109
3342339,12200,-1400,270,731517.44,2.7368801e+09,1.2493719,7.6284909,0.86581749,0.89595151,2.1499617,2615,2.4058962
3342340,12200,-1200,262,651947.69,2.2271601e+09,1.2417351,7.6057196,0.86323297,0.89561713,2.1534047,2615,2.4153426
3342341,12200,-1000,249,556358.31,1.6475599e+09,1.2297117,7.5655704,0.85867614,0.89502585,2.1595256,2615,2.4307578
3342342,12200,-800,215,401375.16,9.048e+08,1.2299033,7.2959733,0.82807744,0.890993,2.2023718,2615,2.462661
3342343,12200,-600,206,385987.12,8.576e+08,1.3708723,6.1809282,0.70152223,0.8730129,2.4192808,2615,2.4944212
3342344,12200,-400,143,263622.59,5.7696e+08,1.2647781,4.730042,0.53684974,0.84549081,2.854629,2615,2.8803904
3342345,12200,-200,259,660076.62,2.06912e+09,1.2214928,7.6795859,0.87161666,0.89669895,2.1423106,2615,2.4251561
3342346,12200,0,307,745213.88,2.2071601e+09,1.2690217,7.8050523,0.88585687,0.89851868,2.1239479,2615,2.3685927
3342347,12200,200,309,728619.75,2.0972401e+09,1.2798721,7.7654061,0.88135707,0.89794606,2.1296864,2615,2.3632894
3342348,12200,400,315,732607.38,2.06072e+09,1.2853955,7.7812161,0.88315147,0.8981747,2.1273909,2615,2.3566294
3342349,12200,600,306,695977.19,1.8927601e+09,1.2842348,7.7209578,0.87631226,0.89730144,2.1361897,2615,2.3643498
3342350,12200,800,268,568492.69,1.41112e+09,1.2627692,7.5456543,0.85641575,0.89473164,2.162586,2615,2.4034355
3342351,12200,1000,205,420589.94,1.00932e+09,1.2769016,7.1148753,0.80752325,0.88822067,2.2329762,2615,2.4415963
3342353,12200,1400,1506,8419622,5.9177161e+10,1.1541694,19.157263,2.1743085,1.0123502,1.4579189,2615,1.8961009
3342354,12200,1600,1572,8439177,5.825196e+10,1.1299714,20.383327,2.3134644,1.0212893,1.4303749,2615,1.8902937
3342355,12200,1800,1616,8466854,5.75918e+10,0.99515861,22.704203,2.5768785,1.037209,1.386381,2615,1.9658368
3342356,12200,2000,1647,8504117,5.7167561e+10,0.98627084,23.42313,2.6584754,1.0419043,1.3745219,2615,1.9614443
3342357,12200,2200,1672,8554024,5.6965681e+10,0.96303207,24.189075,2.7454088,1.0467955,1.3626626,2615,1.9703025
3342358,12200,2400,1676,8558215,5.670552e+10,0.96174395,24.291573,2.7570417,1.0474416,1.3611324,2615,1.9698472
3342359,12200,2600,1664,8528948,5.642924e+10,0.96556425,23.986656,2.7224345,1.0455136,1.365723,2615,1.9712497
3342360,12200,2800,1643,8503056,5.6349721e+10,0.95178753,23.616112,2.6803784,1.0431472,1.3714614,2615,1.9905711
3342361,12200,3000,1551,8235311.5,5.5381922e+10,0.97471142,21.572195,2.4483984,1.0295969,1.4066565,2615,2.0067453
3342362,12200,3200,943,4265799,2.5522721e+10,0.94795138,13.714859,1.5566072,0.96676421,1.6396327,2615,2.261822
3342363,12200,3400,98,139144.8,2.2836e+08,0.97637391,5.1438413,0.58381504,0.85392982,2.7054322,2615,3.0535071
3342364,12200,3600,108,152208.47,2.572e+08,1.1898124,5.7965732,0.65789872,0.86624616,2.5133893,2615,2.7232425
3342365,12200,3800,119,173266.47,3.1516e+08,1.2205895,6.0520568,0.68689561,0.87078047,2.4495027,2615,2.650203
3342366,12200,4000,129,199977.28,4.0308e+08,1.2263464,6.380424,0.72416455,0.87640023,2.3749044,2615,2.591599
3342367,12200,4200,139,234524.31,5.2864e+08,1.2287315,6.5275388,0.74086177,0.87884724,2.3439174,2615,2.5672023
3342368,12200,4400,146,264075.72,6.4164e+08,1.2315211,6.6008186,0.74917889,0.8800506,2.3289976,2615,2.5539513
3342369,12200,4600,152,294564.03,7.6016e+08,1.2359115,6.6409626,0.75373513,0.88070554,2.3209641,2615,2.544225
3342370,12200,4800,154,316415.84,8.5388e+08,1.235276,6.6718779,0.75724393,0.88120794,2.3148432,2615,2.54036
3342371,12200,5000,158,348086.97,9.8436e+08,1.2367063,6.7089653,0.76145333,0.88180828,2.3075745,2615,2.5338128
3407872,12400,-2000,279,842749.81,3.4655601e+09,1.2290066,7.7917919,0.88435179,0.89832741,2.1258607,2615,2.4059079
3407873,12400,-1800,281,807895.44,3.2008399e+09,1.2310143,7.7970905,0.8849532,0.89840388,2.1250956,2615,2.4035196
3407874,12400,-1600,285,787709.19,3.0294799e+09,1.235002,7.8077097,0.88615847,0.89855701,2.1235654,2615,2.3987699
3407875,12400,-1400,289,768182.31,2.8529999e+09,1.2389538,7.8183579,0.88736701,0.89871043,2.1220353,2615,2.3940544
3407876,12400,-1200,295,759162.75,2.7123599e+09,1.2448146,7.8343844,0.88918597,0.89894098,2.1197398,2615,2.3870454
3407877,12400,-1000,308,769463.25,2.6346801e+09,1.2572438,7.8693357,0.89315283,0.89944255,2.1147666,2615,2.3721159
3407878,12400,-800,320,778514.81,2.5473201e+09,1.268399,7.901876,0.89684612,0.89990807,2.1101761,2615,2.3586376
3407879,12400,-600,332,787036.81,2.4494001e+09,1.2792587,7.9346867,0.90057003,0.90037602,2.1055853,2615,2.3454406
3407880,12400,-400,290,619901.06,1.7104e+09,1.2696068,7.6770148,0.8713249,0.89666146,2.1426933,2615,2.3823085
3407881,12400,-200,334,765613.62,2.2224e+09,1.2810405,7.9401813,0.90119368,0.90045422,2.1048203,2615,2.3432677
3407882,12400,0,328,739588.5,2.09904e+09,1.2756711,7.9237194,0.89932531,0.9002198,2.1071155,2615,2.3498089
3407883,12400,200,324,718779.62,1.99192e+09,1.2720513,7.9127827,0.89808398,0.90006381,2.1086457,2615,2.3542078
3407884,12400,400,316,686709,1.84592e+09,1.2647139,7.8909993,0.89561164,0.89975268,2.1117063,2615,2.3630989
3407885,12400,600,324,698375.38,1.8355599e+09,1.2720513,7.9127827,0.89808398,0.90006381,2.1086457,2615,2.3542078
3407886,12400,800,328,699463.5,1.7910001e+09,1.2756711,7.9237194,0.89932531,0.9002198,2.1071155,2615,2.3498089
3407887,12400,1000,332,701934.62,1.75592e+09,1.2792587,7.9346867,0.90057003,0.90037602,2.1055853,2615,2.3454406
3407889,12400,1400,1612,8816697,6.2300922e+10,1.0101283,22.481611,2.551615,1.0357339,1.3902066,2615,1.9560724
3407890,12400,1600,1609,8701303,6.10782e+10,0.99704528,22.54793,2.5591419,1.0361745,1.3890589,2615,1.9669286
3407891,12400,1800,1619,8640914,6.0140601e+10,0.99433655,22.771841,2.5845556,1.0376552,1.3852334,2615,1.9653801
3407892,12400,2000,1629,8612190,5.9450118e+10,0.99153757,23.000244,2.6104789,1.0391551,1.3814079,2615,1.9639065
3407893,12400,2200,1633,8611685,5.9132441e+10,0.97482443,23.233276,2.6369274,1.0406744,1.3775822,2615,1.9753792
3407894,12400,2400,1627,8590722,5.87868e+10,0.97651601,23.092894,2.6209943,1.0397605,1.3798776,2615,1.9762621
3407895,12400,2600,1611,8557276,5.8528879e+10,0.9808684,22.726704,2.5794325,1.0373576,1.3859985,2615,1.9787482
3407896,12400,2800,1566,8428638,5.7976279e+10,0.97148514,21.880959,2.4834421,1.0317008,1.4009181,2615,2.0036845
3407897,12400,3000,1413,7712906,5.387044e+10,0.99525011,19.093458,2.1670671,1.011874,1.4594492,2615,2.0424809
3407898,12400,3200,939,4348800,2.6757599e+10,0.94668239,13.682126,1.5528922,0.96645302,1.641163,2615,2.2644238
3407899,12400,3400,99,128544.68,1.9532e+08,1.1373826,5.5510154,0.63002843,0.86174279,2.5803366,2615,2.8178475
3407900,12400,3600,112,147101.23,2.38e+08,1.205331,5.9116378,0.67095834,0.8683067,2.4839327,2615,2.6883621
3407901,12400,3800,128,178604.41,3.2188e+08,1.2301106,6.2859769,0.71344501,0.8748067,2.3955624,2615,2.6030843
3407902,12400,4000,141,216539.5,4.5076e+08,1.2313012,6.5312572,0.74128377,0.87890851,2.3431523,2615,2.5643601
3407903,12400,4200,150,246181.73,5.562e+08,1.2363693,6.6103325,0.75025868,0.88020611,2.327085,2615,2.5482447
3407904,12400,4400,153,264079.75,6.2944e+08,1.2371622,6.6428866,0.75395346,0.88073689,2.3205814,2615,2.5428326
3407905,12400,4600,156,285968.81,7.1752e+08,1.2377681,6.6757622,0.75768483,0.88127095,2.3140781,2615,2.5375814
3407906,12400,4800,162,319846,8.438e+08,1.2416353,6.716826,0.76234543,0.88193518,2.3060443,2615,2.5283036
3407907,12400,5000,160,333899.12,9.126e+08,1.235182,6.7444835,0.76548451,0.88238084,2.3006885,2615,2.5301747
3473408,12600,-2000,283,808395.31,3.1683999e+09,1.2230608,7.8477907,0.89070755,0.89913356,2.1178272,2615,2.4051402
3473409,12600,-1800,287,783827.5,2.9879199e+09,1.2270523,7.8585482,0.89192849,0.89928794,2.1162968,2615,2.4003794
3473410,12600,-1600,290,760579.81,2.8193999e+09,1.2300223,7.8666358,0.89284647,0.89940387,2.1151493,2615,2.396831
3473411,12600,-1400,297,753444.94,2.7256399e+09,1.2368749,7.885572,0.89499569,0.89967501,2.1124713,2615,2.3886256
3473412,12600,-1200,305,750000.19,2.6260401e+09,1.244576,7.9073253,0.89746463,0.89998591,2.1094108,2615,2.3793731
3473413,12600,-1000,311,739460.88,2.4899599e+09,1.250262,7.9237194,0.89932531,0.9002198,2.1071155,2615,2.3725188
3473414,12600,-800,327,753082.81,2.41936e+09,1.2650589,7.9677706,0.90432501,0.90084636,2.1009946,2615,2.3545892
3473415,12600,-600,348,785733.31,2.4174001e+09,1.2837006,8.0263367,0.91097212,0.90167546,2.0929611,2615,2.3317969
3473416,12600,-400,365,797253.44,2.3184e+09,1.2877162,8.1258841,0.92227054,0.90307432,2.0795715,2615,2.3179069
3473417,12600,-200,357,768090.19,2.1692001e+09,1.2809268,8.1029129,0.91966337,0.9027527,2.0826321,2615,2.3263109
3473418,12600,0,345,729183.12,1.9974799e+09,1.2705172,8.0686998,0.91578025,0.90227234,2.0872226,2615,2.3391304
3473419,12600,200,335,694166.06,1.8426801e+09,1.2616311,8.0404081,0.91256922,0.90187395,2.0910482,2615,2.3500137
3473420,12600,400,330,673196.5,1.7308401e+09,1.2447801,8.0829201,0.91739422,0.90247214,2.08531,2615,2.3606896
3473421,12600,600,339,701701.5,1.82744e+09,1.047202,8.9018803,1.0103445,0.9135617,1.9854629,2615,2.4623618
3473422,12600,800,390,882202.19,2.56256e+09,1.0638077,9.1871967,1.0427274,0.9172461,1.9548584,2615,2.4225848
3473423,12600,1000,482,1234415.1,4.1104399e+09,1.0657625,9.7996769,1.1122425,0.92487675,1.8951797,2615,2.3722653
3473424,12600,1200,900,3661476.5,2.047504e+10,0.99141341,13.216855,1.500085,0.96197015,1.6637337,2615,2.2422874
3473425,12600,1400,1610,8951743,6.4805962e+10,1.0106714,22.437616,2.5466218,1.0354412,1.3909717,2615,1.956378
3473426,12600,1600,1599,8823624,6.3543001e+10,0.99966413,22.328377,2.5342233,1.0347124,1.3928845,2615,1.9685518
3473427,12600,1800,1601,8745567,6.2535762e+10,0.99914747,22.371944,2.5391681,1.0350034,1.3921194,2615,1.9682212
3473428,12600,2000,1598,8686419,6.1745562e+10,0.99992102,22.306658,2.5317581,1.0345672,1.393267,2615,1.9687182
3473429,12600,2200,1598,8664288,6.1287801e+10,0.9842357,22.437616,2.5466218,1.0354412,1.3909717,2615,1.9809084
3473430,12600,2400,1586,8622920,6.086808e+10,0.98721021,22.177219,2.5170672,1.0336999,1.3955624,2615,1.9830134
3473431,12600,2600,1561,8543068,6.0356522e+10,0.99299699,21.653677,2.4576464,1.0301542,1.4051262,2615,1.9877392
3473432,12600,2800,1491,8274212.5,5.8959241e+10,0.9856559,20.41963,2.3175845,1.021548,1.4296098,2615,2.0206132
3473433,12600,3000,1278,6919832.5,4.8695882e+10,0.99964482,17.164104,1.9480894,0.99689776,1.5110941,2615,2.0904703
3473434,12600,3200,938,4407724.5,2.762224e+10,0.94636285,13.673967,1.5519663,0.96637541,1.6415455,2615,2.2650762
3473435,12600,3400,102,124869.09,1.8132e+08,1.1617315,5.652266,0.6415202,0.8636176,2.5520275,2615,2.775846
3473436,12600,3600,121,153457.55,2.4472e+08,1.2240719,6.1510849,0.69813502,0.87249905,2.4261668,2615,2.630367
3473437,12600,3800,140,194491.84,3.5896e+08,1.2349813,6.4740949,0.73479599,0.87796313,2.3550115,2615,2.569628
3473438,12600,4000,152,226737.91,4.6604e+08,1.2388722,6.6141458,0.75069147,0.88026839,2.3263199,2615,2.5454612
3473439,12600,4200,159,252257.31,5.5824e+08,1.241477,6.6815977,0.75834715,0.88136548,2.3129303,2615,2.5334423
3473440,12600,4400,164,274404.84,6.3976e+08,1.2440771,6.7207632,0.76279235,0.88199872,2.3052793,2615,2.5255713
3473441,12600,4600,164,289802,7.0944e+08,1.2401043,6.7524276,0.76638615,0.88250864,2.2991583,2615,2.5246658
3473442,12600,4800,163,304128.62,7.7288e+08,1.2388793,6.7504396,0.76616055,0.88247669,2.299541,2615,2.5260377
3473443,12600,5000,163,326776.91,8.6964e+08,1.2349285,6.7803798,0.76955867,0.88295722,2.2938025,2615,2.5253952
3538944,12800,-2000,276,748930.12,2.8274401e+09,1.2050172,7.8774457,0.89407331,0.89955872,2.1136191,2615,2.418206
3538945,12800,-1800,278,719135.62,2.64304e+09,1.2070607,7.8828616,0.89468801,0.89963627,2.1128538,2615,2.4157755
3538946,12800,-1600,283,698009.19,2.4784399e+09,1.2121295,7.8964338,0.89622843,0.89983034,2.1109412,2615,2.4097383
3538947,12800,-1400,286,672839.06,2.2943201e+09,1.2151434,7.9045997,0.89715528,0.89994699,2.1097934,2615,2.406142
3538948,12800,-1200,295,677214,2.25584e+09,1.2240649,7.9291992,0.89994723,0.90029788,2.1063504,2615,2.3954678
3538949,12800,-1000,301,667981.69,2.1407601e+09,1.2299139,7.945684,0.90181822,0.90053254,2.1040552,2615,2.3884456
3538950,12800,-800,310,669208.94,2.05872e+09,1.2385427,7.97054,0.90463936,0.9008857,2.1006122,2615,2.3780508
3538951,12800,-600,333,708694.81,2.1088e+09,1.2598305,8.0347738,0.91192973,0.90179449,2.0918133,2615,2.3522127
3538952,12800,-400,360,752491.12,2.1447601e+09,1.2713464,8.1693068,0.92719895,0.9036805,2.0738332,2615,2.3280559
3538953,12800,-200,351,731225.44,2.04704e+09,1.1723351,8.5309687,0.96824682,0.90863788,2.0283091,2615,2.3817689
3538954,12800,0,350,753764.69,2.2134799e+09,1.0567477,8.9435425,1.0150731,0.91410512,1.9808723,2615,2.4499159
3538955,12800,200,353,786571.94,2.4218801e+09,1.0405945,9.0173979,1.0234555,0.91506386,1.9728385,2615,2.4583769
3538956,12800,400,374,874843.06,2.82752e+09,1.0383278,9.1651649,1.0402268,0.91696465,1.9571538,2615,2.4478934
3538957,12800,600,417,1048809.5,3.6209201e+09,1.0420604,9.4406109,1.0714892,0.92044783,1.9292272,2615,2.4219003
3538958,12800,800,494,1385003.6,5.2882002e+09,1.0151643,10.048748,1.1405115,0.92787868,1.8729916,2615,2.4006693
3538959,12800,1000,684,2341342.8,1.093988e+10,0.98800969,11.488599,1.3039316,0.94422966,1.7635807,2615,2.3335211
3538960,12800,1200,1246,6513373,4.6233199e+10,1.0536877,16.53298,1.8764582,0.9917357,1.5306045,2615,2.0585661
3538961,12800,1400,1591,9073255,6.7394081e+10,1.0156506,22.028091,2.5001416,1.032696,1.3982402,2615,1.9594313
3538962,12800,1600,1578,8936273,6.6077958e+10,1.0048726,21.880959,2.4834421,1.0317008,1.4009181,2615,1.9722023
3538963,12800,1800,1571,8844488,6.5044681e+10,1.0065216,21.735777,2.4669645,1.0307143,1.403596,2615,1.9734915
3538964,12800,2000,1565,8756393,6.4083321e+10,1.0079004,21.61286,2.4530137,1.0298753,1.4058913,2615,1.9746253
3538965,12800,2200,1557,8695471,6.341736e+10,0.99387163,21.572195,2.4483984,1.0295969,1.4066565,2615,1.9885378
3538966,12800,2400,1542,8619423,6.2754681e+10,0.9970265,21.272026,2.4143298,1.0275309,1.4123948,2615,1.9916363
3538967,12800,2600,1506,8468358,6.179772e+10,1.0037959,20.5846,2.3363082,1.0227196,1.4261668,2615,1.999738
3538968,12800,2800,1411,7997820,5.8812039e+10,0.99542785,19.061716,2.1634641,1.0116366,1.4602143,2615,2.0430984
3538969,12800,3000,1179,6359206,4.5134402e+10,0.99307036,15.97996,1.8136916,0.98709393,1.5489671,2615,2.133836
3538970,12800,3200,914,4394987.5,2.834968e+10,0.93841726,13.481037,1.530069,0.96452945,1.6507269,2615,2.2809718
3538971,12800,3400,108,128098.71,1.8092e+08,1.1878327,5.7804999,0.65607446,0.86595583,2.5175974,2615,2.7280381
3538972,12800,3600,139,181102.98,3.0108e+08,1.233706,6.4722676,0.73458862,0.87793285,2.3553941,2615,2.5710371
3538973,12800,3800,159,225720.06,4.2836e+08,1.2445837,6.6544528,0.75526625,0.880925,2.3182862,2615,2.5345592
3538974,12800,4000,167,245292.28,4.9356e+08,1.2477118,6.7266774,0.76346362,0.88209409,2.3041315,2615,2.5214999
3538975,12800,4200,168,256783.45,5.4796e+08,1.2449669,6.7603903,0.76728994,0.88263655,2.2976282,2615,2.5192153
3538976,12800,4400,169,271302.62,6.1072e+08,1.2422552,6.7924299,0.77092636,0.88315022,2.2915072,2615,2.5171781
3538977,12800,4600,168,284501.69,6.718e+08,1.2410433,6.7904186,0.77069807,0.88311803,2.2918899,2615,2.5185387
3538978,12800,4800,167,301740.16,7.4716e+08,1.2359664,6.8166599,0.7736764,0.88353747,2.2869165,2615,2.519453
3538979,12800,5000,163,312858.91,8.0484e+08,1.2310469,6.8085642,0.77275753,0.88340819,2.2884469,2615,2.524971
3604480,13000,-2000,270,708892.81,2.6386401e+09,1.1988308,7.8612423,0.89223427,0.89932656,2.1159143,2615,2.4255502
3604481,13000,-1800,273,681009.44,2.4610401e+09,1.2019346,7.8693357,0.89315283,0.89944255,2.1147666,2615,2.4218678
3604482,13000,-1600,276,654520.38,2.2840399e+09,1.2050172,7.8774457,0.89407331,0.89955872,2.1136191,2615,2.418206
3604483,13000,-1400,280,637435.19,2.1500001e+09,1.1964445,7.9429317,0.90150583,0.90049338,2.1044376,2615,2.4189353
3604484,13000,-1200,283,620962.62,2.01816e+09,1.1994976,7.9511943,0.90244365,0.90061086,2.1032901,2615,2.4152949
3604485,13000,-1000,288,606165.5,1.87464e+09,1.1116786,8.3325739,0.94572943,0.90593833,2.0527925,2615,2.4561973
3604486,13000,-800,302,645170.62,2.04312e+09,1.009877,8.7758303,0.99603802,0.91190583,1.9996175,2615,2.5080431
3604487,13000,-600,321,700750.25,2.2744e+09,1.0145742,8.8880787,1.0087781,0.91338122,1.9869931,2615,2.4936771
3604488,13000,-400,363,787430.5,2.4816399e+09,1.0553523,9.0351629,1.0254718,0.91529363,1.9709258,2615,2.4432549
3604489,13000,-200,362,827936.94,2.7670001e+09,1.0382416,9.0852785,1.0311599,0.91593993,1.96557,2615,2.4547274
3604490,13000,0,359,859789,3.0229601e+09,1.0232184,9.1141672,1.0344386,0.91631126,1.9625095,2615,2.4661338
3604491,13000,200,384,979225.75,3.6169999e+09,1.0246872,9.2763929,1.0528508,0.91838044,1.9456772,2615,2.4512379
3604492,13000,400,416,1134624,4.416e+09,1.0121068,9.530858,1.081732,0.92157263,1.9204285,2615,2.44241
3604493,13000,600,482,1431626,5.9640003e+09,0.9876985,10.053154,1.1410116,0.92793125,1.872609,2615,2.4258111
3604494,13000,800,599,2047436,9.6918405e+09,0.96922159,10.924842,1.2399464,0.93801856,1.8029839,2615,2.3847377
3604495,13000,1000,870,3901026.8,2.4332841e+10,0.97808063,12.999572,1.4754237,0.95983696,1.6748278,2615,2.2648442
3604496,13000,1200,1342,7496027,5.5889838e+10,1.0516468,17.776157,2.0175562,1.0017744,1.4934965,2615,2.0237675
3604497,13000,1400,1565,9178049,6.9994562e+10,1.0219406,21.491325,2.4392197,1.0290424,1.4081867,2615,1.964045
3604498,13000,1600,1547,9038868,6.8678078e+10,1.0118458,21.252312,2.4120922,1.0273944,1.4127773,2615,1.9781853
3604499,13000,1800,1543,8942510,6.7579519e+10,1.0126837,21.173817,2.4031832,1.0268503,1.4143076,2615,1.9790086
3604500,13000,2000,1536,8842804,6.6537841e+10,1.0141164,21.037838,2.3877499,1.0259044,1.4169855,2615,1.9804773
3604501,13000,2200,1527,8758557,6.5689682e+10,0.99998438,20.980095,2.3811963,1.0255015,1.4181331,2615,1.9948981
3604502,13000,2400,1502,8626897,6.4708641e+10,1.0044785,20.510952,2.3279493,1.0221975,1.4276971,2615,2.0006959
